	masa A			
t	x	y	θ	
0,000	1,980	-33,03	-86,6
0,033	1,173	-33,11	-88,0
0,067	0,342	-33,12	-89,4
0,100	-0,570	-33,11	-91,0
0,133	-1,408	-33,08	-92,4
0,167	-2,239	-33,02	-93,9
0,200	-2,838	-32,99	-94,9
0,233	-3,567	-32,86	-96,2
0,267	-4,037	-32,80	-97,0
0,300	-4,424	-32,74	-97,7
0,333	-4,646	-32,71	-98,1
0,367	-4,745	-32,69	-98,3
0,400	-4,641	-32,69	-98,1
0,433	-4,334	-32,71	-97,5
0,467	-3,861	-32,76	-96,7
0,500	-3,546	-32,77	-96,2
0,533	-2,884	-32,83	-95,0
0,567	-2,113	-32,90	-93,7
0,600	-1,299	-32,94	-92,3
0,633	-0,460	-32,97	-90,8
0,667	0,480	-33,00	-89,2
0,700	1,295	-33,00	-87,8
0,733	1,967	-32,98	-86,6
0,767	2,861	-32,94	-85,0
0,800	3,411	-32,90	-84,1
0,833	3,689	-32,85	-83,6
0,867	3,917	-32,77	-83,2
0,900	4,200	-32,77	-82,7
0,933	4,214	-32,77	-82,7
0,967	4,109	-32,78	-82,9
1,000	4,010	-32,80	-83,0
1,033	3,659	-32,86	-83,6
1,067	3,150	-32,91	-84,5
1,100	2,510	-32,97	-85,6
1,133	1,696	-33,03	-87,1
1,167	0,902	-33,06	-88,4
1,200	0,109	-33,08	-89,8
1,233	-0,633	-33,06	-91,1
1,267	-1,499	-33,03	-92,6
1,300	-2,217	-32,98	-93,8
1,333	-2,908	-32,92	-95,0
1,367	-3,480	-32,85	-96,0
1,400	-4,067	-32,77	-97,1
1,433	-4,411	-32,74	-97,7
1,467	-4,592	-32,72	-98,0
1,500	-4,612	-32,72	-98,0
1,533	-4,471	-32,74	-97,8
1,567	-4,151	-32,80	-97,2
1,600	-3,643	-32,85	-96,3
1,633	-3,068	-32,94	-95,3
1,667	-2,358	-32,99	-94,1
1,700	-1,716	-33,03	-93,0
1,733	-0,881	-33,03	-91,5
1,767	-9,987E-2	-33,06	-90,2
1,800	0,687	-33,05	-88,8
1,833	1,364	-33,02	-87,6
1,867	2,201	-33,01	-86,2
1,900	2,802	-32,97	-85,1
1,933	3,285	-32,91	-84,3
1,967	3,612	-32,86	-83,7
2,000	3,826	-32,82	-83,4
2,033	3,926	-32,82	-83,2
2,067	3,893	-32,82	-83,2
2,100	3,731	-32,84	-83,5
2,133	3,426	-32,87	-84,1
2,167	2,985	-32,93	-84,8
2,200	2,465	-32,98	-85,7
2,233	1,849	-33,01	-86,8
2,267	1,128	-33,03	-88,0
2,300	0,403	-33,08	-89,3
2,333	-0,375	-33,08	-90,6
2,367	-1,168	-33,03	-92,0
2,400	-1,864	-33,01	-93,2
2,433	-2,608	-32,94	-94,5
2,467	-3,158	-32,92	-95,5
2,500	-3,637	-32,86	-96,3
2,533	-4,015	-32,82	-97,0
2,567	-4,192	-32,79	-97,3
2,600	-4,191	-32,80	-97,3
2,633	-4,166	-32,80	-97,2
2,667	-3,952	-32,83	-96,9
2,700	-3,632	-32,86	-96,3
2,733	-3,203	-32,89	-95,6
2,767	-2,611	-32,97	-94,5
2,800	-1,925	-33,02	-93,3
2,833	-1,268	-33,03	-92,2
2,867	-0,487	-33,08	-90,8
2,900	0,268	-33,06	-89,5
2,933	1,058	-33,06	-88,2
2,967	1,552	-33,03	-87,3
3,000	2,185	-32,99	-86,2
3,033	2,672	-32,94	-85,4
3,067	3,073	-32,91	-84,7
3,100	3,411	-32,87	-84,1
3,133	3,567	-32,84	-83,8
3,167	3,574	-32,85	-83,8
3,200	3,487	-32,86	-83,9
3,233	3,267	-32,88	-84,3
3,267	2,951	-32,94	-84,9
3,300	2,501	-32,96	-85,7
3,333	1,941	-32,97	-86,6
3,367	1,327	-33,00	-87,7
3,400	0,645	-33,00	-88,9
3,433	-7,576E-2	-33,03	-90,1
3,467	-0,775	-33,03	-91,3
3,500	-1,280	-33,02	-92,2
3,533	-1,789	-32,97	-93,1
3,567	-2,423	-32,94	-94,2
3,600	-2,937	-32,89	-95,1
3,633	-3,302	-32,84	-95,7
3,667	-3,611	-32,82	-96,3
3,700	-3,742	-32,80	-96,5
3,733	-3,750	-32,79	-96,5
3,767	-3,639	-32,82	-96,3
3,800	-3,363	-32,84	-95,8
3,833	-3,054	-32,89	-95,3
3,867	-2,543	-32,93	-94,4
3,900	-1,928	-32,97	-93,3
3,933	-1,219	-32,98	-92,1
3,967	-0,576	-33,02	-91,0
4,000	-3,092E-2	-33,03	-90,1
4,033	0,709	-33,04	-88,8
4,067	1,342	-33,02	-87,7
4,100	1,893	-33,00	-86,7
4,133	2,376	-32,96	-85,9
4,167	2,793	-32,92	-85,2
4,200	3,098	-32,90	-84,6
4,233	3,243	-32,87	-84,4
4,267	3,333	-32,87	-84,2
4,300	3,322	-32,88	-84,2
4,333	3,178	-32,89	-84,5
4,367	3,012	-32,91	-84,8
4,400	2,618	-32,95	-85,5
4,433	2,122	-32,97	-86,3
4,467	1,745	-33,00	-87,0
4,500	1,128	-33,03	-88,0
4,533	0,306	-33,04	-89,5
4,567	-0,347	-33,05	-90,6
4,600	-0,889	-33,04	-91,5
4,633	-1,456	-33,02	-92,5
4,667	-2,213	-32,99	-93,8
4,700	-2,551	-32,96	-94,4
4,733	-3,123	-32,92	-95,4
4,767	-3,295	-32,88	-95,7
4,800	-3,501	-32,86	-96,1
4,833	-3,583	-32,85	-96,2
4,867	-3,550	-32,86	-96,2
