	masa A			
t	x	y	θ	
0,000	17,73	-14,48	-39,2
0,033	15,50	-16,86	-47,4
0,067	13,10	-19,02	-55,4
0,100	9,437	-21,00	-65,8
0,133	4,692	-22,22	-78,1
0,167	-1,414	-22,33	-93,6
0,200	-5,958	-21,78	-105,3
0,233	-10,45	-20,18	-117,4
0,267	-14,04	-18,05	-127,9
0,300	-16,83	-15,87	-136,7
0,333	-18,74	-13,96	-143,3
0,367	-19,15	-12,65	-146,6
0,400	-18,89	-11,98	-147,6
0,433	-18,76	-12,15	-147,1
0,467	-19,48	-13,09	-146,1
0,500	-18,31	-14,85	-141,0
0,533	-15,79	-16,56	-133,6
0,567	-12,91	-18,72	-124,6
0,600	-8,887	-20,65	-113,3
0,633	-4,704	-21,97	-102,1
0,667	0,292	-22,27	-89,2
0,700	5,057	-21,91	-77,0
0,733	9,445	-20,57	-65,3
0,767	12,91	-18,74	-55,4
0,800	15,82	-16,69	-46,5
0,833	18,12	-14,84	-39,3
0,867	19,47	-13,48	-34,7
0,900	20,07	-12,79	-32,5
0,933	20,16	-12,82	-32,5
0,967	19,40	-13,62	-35,1
1,000	18,01	-15,04	-39,9
1,033	15,78	-16,92	-47,0
1,067	12,65	-18,89	-56,2
1,100	9,343	-20,65	-65,7
1,133	5,067	-21,88	-77,0
1,167	0,217	-22,27	-89,4
1,200	-4,580	-21,97	-101,8
1,233	-8,666	-20,73	-112,7
1,267	-12,51	-18,92	-123,5
1,300	-15,44	-16,98	-132,3
1,333	-17,40	-15,21	-138,8
1,367	-17,75	-13,89	-142,0
1,400	-17,62	-12,94	-143,7
1,433	-18,31	-13,21	-144,2
1,467	-17,41	-13,52	-142,2
1,500	-16,17	-14,86	-137,4
1,533	-15,35	-16,86	-132,3
1,567	-12,37	-19,10	-122,9
1,600	-9,087	-20,74	-113,7
1,633	-4,808	-21,96	-102,3
1,667	-0,346	-22,43	-90,9
1,700	4,250	-22,18	-79,1
1,733	8,418	-21,12	-68,3
1,767	11,84	-19,50	-58,7
1,800	14,52	-17,68	-50,6
1,833	16,52	-16,02	-44,1
1,867	18,10	-14,73	-39,1
1,900	18,94	-14,04	-36,5
1,933	18,84	-14,03	-36,7
1,967	17,58	-14,71	-39,9
2,000	16,09	-15,86	-44,6
2,033	14,60	-17,66	-50,4
2,067	12,24	-19,38	-57,7
2,100	8,933	-20,96	-66,9
2,133	4,887	-22,07	-77,5
2,167	0,342	-22,43	-89,1
2,200	-4,095	-22,14	-100,5
2,233	-8,214	-21,06	-111,3
2,267	-11,47	-19,51	-120,4
2,300	-14,02	-17,77	-128,3
2,333	-16,42	-16,13	-135,5
2,367	-17,80	-14,88	-140,1
2,400	-18,18	-14,32	-141,8
2,433	-17,81	-14,36	-141,1
2,467	-16,98	-15,08	-138,4
2,500	-15,69	-16,30	-133,9
2,533	-14,25	-17,82	-128,7
2,567	-11,71	-19,53	-121,0
2,600	-8,110	-21,04	-111,1
2,633	-4,179	-22,09	-100,7
2,667	4,111E-2	-22,45	-89,9
2,700	4,269	-22,16	-79,1
2,733	8,226	-21,19	-68,8
2,767	11,91	-19,71	-58,9
2,800	14,20	-18,12	-51,9
2,833	16,24	-16,66	-45,7
2,867	17,47	-15,57	-41,7
2,900	18,02	-15,03	-39,8
2,933	18,10	-15,09	-39,8
2,967	17,17	-15,82	-42,6
3,000	15,88	-16,99	-46,9
3,033	14,00	-18,46	-52,8
3,067	10,88	-20,04	-61,5
3,100	7,539	-21,38	-70,6
3,133	3,908	-22,27	-80,0
3,167	-0,235	-22,46	-90,6
3,200	-4,519	-22,05	-101,6
3,233	-8,010	-21,01	-110,9
3,267	-11,63	-19,55	-120,8
3,300	-14,06	-18,00	-128,0
3,333	-15,97	-16,60	-133,9
3,367	-16,46	-15,69	-136,4
3,400	-16,54	-15,25	-137,3
3,433	-16,49	-15,41	-136,9
3,467	-15,85	-16,16	-134,5
3,500	-15,22	-17,24	-131,4
3,533	-13,45	-18,79	-125,6
3,567	-10,28	-20,14	-117,0
3,600	-6,747	-21,40	-107,5
3,633	-2,827	-22,16	-97,3
3,667	1,315	-22,38	-86,6
3,700	5,142	-21,91	-76,8
3,733	8,689	-20,91	-67,4
3,767	11,91	-19,59	-58,7
3,800	14,01	-18,20	-52,4
3,833	15,57	-16,99	-47,5
3,867	17,05	-16,12	-43,4
3,900	17,45	-15,80	-42,2
3,933	17,13	-16,04	-43,1
3,967	15,65	-16,86	-47,1
4,000	14,16	-18,02	-51,8
4,033	12,39	-19,36	-57,4
4,067	9,712	-20,69	-64,9
4,100	6,228	-21,76	-74,0
4,133	2,330	-22,33	-84,0
4,167	-1,567	-22,34	-94,0
4,200	-5,538	-21,75	-104,3
4,233	-8,621	-20,70	-112,6
4,267	-11,15	-19,39	-119,9
4,300	-14,23	-17,94	-128,4
4,333	-16,14	-16,98	-133,5
4,367	-16,89	-16,14	-136,3
4,400	-17,16	-15,95	-137,1
4,433	-15,94	-16,56	-133,9
4,467	-14,45	-17,75	-129,1
