	masa A			
t	x	y	θ	
0,000	20,35	-32,00	-57,5
0,033	17,71	-34,33	-62,7
0,067	14,68	-35,97	-67,8
0,100	10,98	-37,37	-73,6
0,133	6,872	-38,50	-79,9
0,167	2,126	-39,13	-86,9
0,200	-2,879	-39,36	-94,2
0,233	-7,960	-38,99	-101,5
0,267	-12,71	-37,91	-108,5
0,300	-17,18	-36,44	-115,2
0,333	-21,17	-34,68	-121,4
0,367	-24,34	-32,78	-126,6
0,400	-26,93	-31,12	-130,9
0,433	-28,63	-29,71	-133,9
0,467	-29,70	-28,87	-135,8
0,500	-29,97	-28,56	-136,4
0,533	-29,58	-28,99	-135,6
0,567	-28,44	-30,00	-133,5
0,600	-26,63	-31,47	-130,2
0,633	-23,83	-33,18	-125,7
0,667	-20,49	-35,03	-120,3
0,700	-16,32	-36,71	-114,0
0,733	-11,88	-38,21	-107,3
0,767	-6,941	-39,17	-100,0
0,800	-1,991	-39,54	-92,9
0,833	2,977	-39,31	-85,7
0,867	7,431	-38,55	-79,1
0,900	11,35	-37,40	-73,1
0,933	14,70	-36,01	-67,8
0,967	17,34	-34,48	-63,3
1,000	19,34	-33,01	-59,6
1,033	20,71	-31,71	-56,9
1,067	21,51	-30,83	-55,1
1,100	21,83	-30,38	-54,3
1,133	21,74	-30,38	-54,4
1,167	21,19	-30,83	-55,5
1,200	20,16	-31,73	-57,6
1,233	18,65	-32,93	-60,5
1,267	16,64	-34,31	-64,1
1,300	14,00	-35,75	-68,6
1,333	10,73	-37,14	-73,9
1,367	6,998	-38,27	-79,6
1,400	2,752	-39,05	-86,0
1,433	-1,529	-39,25	-92,2
1,467	-6,240	-39,05	-99,1
1,500	-10,84	-38,30	-105,8
1,533	-15,19	-37,14	-112,2
1,567	-19,05	-35,63	-118,1
1,600	-22,29	-34,02	-123,2
1,633	-24,98	-32,46	-127,6
1,667	-26,82	-31,18	-130,7
1,700	-28,03	-30,31	-132,8
1,733	-28,42	-29,94	-133,5
