	masa A			
t	x	y	θ	
0,000	4,812	-38,86	-82,9
0,033	3,883	-38,93	-84,3
0,067	3,036	-39,15	-85,6
0,100	1,951	-39,23	-87,2
0,133	0,749	-39,27	-88,9
0,167	-0,469	-39,32	-90,7
0,200	-1,693	-39,35	-92,5
0,233	-2,860	-39,39	-94,2
0,267	-4,015	-39,33	-95,8
0,300	-5,039	-39,26	-97,3
0,333	-5,955	-39,21	-98,6
0,367	-6,713	-39,13	-99,7
0,400	-7,310	-39,07	-100,6
0,433	-7,717	-39,02	-101,2
0,467	-7,915	-38,97	-101,5
0,500	-7,919	-39,00	-101,5
0,533	-7,703	-39,08	-101,2
0,567	-7,296	-39,17	-100,6
0,600	-6,658	-39,30	-99,6
0,633	-5,871	-39,41	-98,5
0,667	-4,847	-39,59	-97,0
0,700	-3,719	-39,67	-95,4
0,733	-2,579	-39,70	-93,7
0,767	-1,351	-39,73	-91,9
0,800	-0,154	-39,66	-90,2
0,833	1,037	-39,60	-88,5
0,867	2,245	-39,53	-86,7
0,900	3,332	-39,42	-85,2
0,933	4,266	-39,30	-83,8
0,967	5,084	-39,15	-82,6
1,000	5,751	-39,02	-81,6
1,033	6,173	-38,91	-81,0
1,067	6,388	-38,84	-80,7
1,100	6,429	-38,79	-80,6
1,133	6,259	-38,79	-80,8
1,167	5,885	-38,86	-81,4
1,200	5,337	-38,91	-82,2
1,233	4,602	-38,98	-83,3
1,267	3,715	-39,04	-84,6
1,300	2,735	-39,13	-86,0
1,333	1,640	-39,20	-87,6
1,367	0,505	-39,27	-89,3
1,400	-0,675	-39,31	-91,0
1,433	-1,886	-39,33	-92,7
1,467	-3,029	-39,33	-94,4
1,500	-4,112	-39,29	-96,0
1,533	-5,082	-39,27	-97,4
1,567	-5,930	-39,21	-98,6
1,600	-6,646	-39,14	-99,6
1,633	-7,179	-39,09	-100,4
1,667	-7,539	-39,03	-100,9
1,700	-7,709	-39,04	-101,2
1,733	-7,662	-39,07	-101,1
1,767	-7,426	-39,14	-100,7
1,800	-6,970	-39,23	-100,1
1,833	-6,312	-39,35	-99,1
1,867	-5,517	-39,47	-98,0
1,900	-4,564	-39,57	-96,6
1,933	-3,471	-39,64	-95,0
1,967	-2,321	-39,69	-93,3
2,000	-1,120	-39,71	-91,6
2,033	0,103	-39,68	-89,9
2,067	1,308	-39,64	-88,1
2,100	2,387	-39,53	-86,5
2,133	3,399	-39,41	-85,1
2,167	4,282	-39,28	-83,8
2,200	5,022	-39,14	-82,7
2,233	5,566	-39,04	-81,9
2,267	5,944	-38,94	-81,3
2,300	6,119	-38,87	-81,1
2,333	6,110	-38,82	-81,1
2,367	5,912	-38,83	-81,3
2,400	5,529	-38,87	-81,9
2,433	4,986	-38,92	-82,7
2,467	4,283	-39,01	-83,7
2,500	3,397	-39,07	-85,0
2,533	2,417	-39,16	-86,5
2,567	1,366	-39,24	-88,0
